STATION_NAME	RIVER_NAME	LOCATION	lon	lat	STATUS	FIRST_YR	LAST_YR	TOTAL_YRS	MISS_YRS
S-04001300902	Thames River	Kiel Dr, Chatham, left side facing upstrm	-82.21040773	42.39408589	I	1964.00	1971.00	8.00	0.00
S-04001300983	Thames River	Kiel Dr, Chatham	-82.21040698	42.39408539	I	1972.00	1975.00	4.00	0.00
S-04001301002	Thames River	Kiel Dr, Chatham, right side facing upstrm	-82.20966061	42.39366726	I	1964.00	1971.00	8.00	0.00
S-04001301102	Newbiggen Creek	Longwoods Rd, Middlesex Cnty Rd 2, Strathburn	-81.66736648	42.72508939	I	1965.00	1982.00	9.00	9.00
S-04001301202	Dingman Creek	Longwoods Rd, Lambeth	-81.30527961	42.90833726	I	1964.00	1971.00	8.00	0.00
S-04001301302	Thames River	Sanatorium Rd, London	-81.33185761	42.96307301	I	1967.00	1971.00	5.00	0.00
S-04001301402	North Thames River	Fanshawe Lake dam, Fanshawe Conserv. Area	-81.18229186	43.04171664	A	1965.00	2016.00	8.00	0.00
S-04001301502	North Thames River	Park St, St. Marys	-81.14530061	43.25554964	I	1964.00	1996.00	33.00	0.00
S-04001301602	South Thames River	Dundas St, Woodstock, dwnstrm Pittock Res.	-80.77928186	43.12633764	A	1964.00	2016.00	47.00	6.00
S-04001301702	Cedar Creek	Ingersoll Rd, Woodstock	-80.77084186	43.12741876	A	1964.00	2016.00	26.00	27.00
S-04001301802	Thames River	Blandford Twp Rd 6, Innerkip	-80.69037186	43.20287576	I	1967.00	1992.00	24.00	2.00
S-04001301902	Thames River	Kiel Dr, Chatham, centre top	-82.21010036	42.39391589	I	1964.00	1966.00	3.00	0.00
S-04001305002	North Thames River	Thorndale Rd, upstrm Fanshawe Lake	-81.16853661	43.09624414	A	1975.00	2016.00	36.00	6.00
S-04001305102	Thames River	Hamilton Rd, London	-81.15017261	42.96867226	I	1975.00	2003.00	23.00	6.00
S-04001305202	Dorcester Swamp Creek	Dorcester Rd, S of Dorchester	-81.05508961	42.97574489	I	1976.00	2002.00	21.00	6.00
S-04001305302	Thames River	Meadowlily Rd, London	-81.18753748	42.97290314	I	1976.00	1978.00	3.00	0.00
S-04001305405	Storm Drain (Avon River)	Approx 300m upstrm of Lorne Ave, Stratford	-81.01493098	43.36676751	I	1976.00	1978.00	3.00	0.00
S-04001305502	Thames River	Oxford Cnty Rd 59, S of Tavistock	-80.84909448	43.30582189	I	1976.00	2005.00	27.00	3.00
S-04001305602	North Thames River	Dwnstrm Campbells Soup outfall, dwnstrm St Marys	-81.19118223	43.24024814	I	1976.00	1979.00	4.00	0.00
S-04001305702	White Ash Creek	2011 on at Hwy 21, historically at Magnaville Rd	-81.96321847	42.54024949	A	1976.00	2016.00	8.00	33.00
S-04001305802	Thames River	Kent Bridge Rd, Kent Bridge	-82.07167161	42.51391626	A	1976.00	2016.00	36.00	5.00
S-04001305902	Lawton Drain	Dorchester Rd, S of Dorchester	-81.05404073	42.97192351	I	1978.00	1983.00	6.00	0.00
S-04001306002	Dorcester Swamp Creek	200m upstrm of Dorcester Rd, S of Dorcester	-81.05284261	42.97637064	I	1978.00	1983.00	6.00	0.00
S-04001306102	Turkey Creek	Mill Rd, Elgin Cnty Rd 19, Southwold	-81.36270998	42.80653839	I	1977.00	1996.00	20.00	0.00
S-04001306202	Komoka Creek	Oxbow Dr, W of Komoka	-81.45678486	42.94370551	I	1983.00	1989.00	2.00	5.00
S-04001306302	Komoka Creek	Glendon Dr, Komoka	-81.44090948	42.93796101	A	1983.00	2016.00	15.00	19.00
S-04001306402	Trout Creek	Perth Cnty Rd 9, dwnstrm Wildwood Reservoir	-81.08411186	43.26643989	A	1979.00	2016.00	37.00	1.00
S-04001306502	Sharon Creek	Springer Rd, Reservoir outlet, S of Hwy 402	-81.40137661	42.88516864	I	1979.00	1996.00	18.00	0.00
S-04001306602	Trout Creek	33rd Ln, Zorra Twp, upstrm Wildwood Reservoir	-80.98515886	43.25235764	A	1979.00	2016.00	37.00	1.00
S-04001306702	North Thames River	Road 133, 500m upstrm confluence with Flat Creek	-81.16860411	43.28712501	I	1979.00	2003.00	18.00	7.00
S-04001306802	Reynolds Creek	W of Putnam Rd, S of Hwy 401	-80.95212698	42.97333726	A	1979.00	2016.00	24.00	6.00
S-04001306902	Foldens Creek	Curry Rd, S of Hwy 401	-80.81909398	43.04337426	I	1981.00	2002.00	21.00	1.00
S-04001307002	Reynolds Creek	Hwy 19, N of Mount Elgin	-80.80168698	42.97016514	I	1982.00	1987.00	6.00	0.00
S-06014200202	Shelter Valley Brook	Shelter Valley Rd, N of Hwy 401 (AG-7)	-77.99114073	44.02557151	I	1975.00	1977.00	3.00	0.00
S-06014600102	Colborne Creek	Lakeport Rd (Cnty Rd 31), SW of Colborne	-77.90073923	43.98715926	I	1964.00	1998.00	35.00	0.00
S-06014800102	Salem Creek	Blyth Park Rd, S of Cnty Rd 2, SE of Colborne	-77.83750611	44.00415301	I	1964.00	1983.00	20.00	0.00
S-06015100102	Proctors Creek	Harbour St, E of Cedar St, S of Brighton	-77.72429573	44.02803326	I	1964.00	1998.00	33.00	2.00
S-06015200102	Smithfield Creek	Cnty Rd 64, E of Lawson Rd, SE of Brighton	-77.67093423	44.04097976	I	1964.00	1990.00	27.00	0.00
S-06015700302	Consecon Creek	Hwy 62, S of Crofton	-77.28512935	44.03077901	A	1975.00	2016.00	38.00	4.00
S-06016300102	Bloomfield Creek	Wesley Acres Rd, dwnstrm Bloomfield	-77.24647410	43.97329951	A	1975.00	2016.00	38.00	4.00
S-06017200102	Black Creek	Cnty Rd 17, Milford	-77.09041548	43.93569101	A	1975.00	2016.00	38.00	4.00
S-06018000102	Millhaven Creek	Hwy 33, Millhaven	-76.74035073	44.19387364	I	1964.00	1971.00	8.00	0.00
S-06018000202	Millhaven Creek	County Road 5 (Rutledge Rd), Sydenham	-76.60128585	44.40682139	A	1967.00	2016.00	50.00	34.00
S-06018000302	Millhaven Creek	Ham Rd, NW of Millhaven, N of Hwy 33	-76.78015448	44.21406026	A	1967.00	2016.00	50.00	37.00
S-06018000402	Millhaven Creek	Lucas Rd, dwnstrm Odessa	-76.72701160	44.26148364	I	1972.00	2013.00	42.00	0.00
S-06018000502	Millhaven Creek	Cnty Rd 6, upstrm Odessa	-76.71673360	44.28516626	I	1972.00	2013.00	42.00	0.00
S-06018300102	Collins Creek	Hwy 33, Collins Bay	-76.61556610	44.23874364	I	1964.00	1967.00	4.00	0.00
S-06018300202	Collins Creek	Woodbine Rd, N of Collins Bay	-76.61269673	44.25642601	A	1967.00	2016.00	38.00	12.00
S-07000000101	Havilland Bay (Whitefish Bay)	Near MNR Campgrounds	-84.40773524	46.81752077	I	1978.00	1981.00	4.00	0.00
S-07000900102	Goulais River	Mouth at Goulais Bay	-84.42227824	46.71874664	I	1972.00	1987.00	4.00	12.00
S-07000900202	Goulais River	Hwy 532, Bridge in Searchmount	-84.05008049	46.77569764	I	1972.00	1973.00	2.00	0.00
S-07000900302	Goulais River	Bridge at Goulais River, S of Hwy 552	-84.38207161	46.72340289	I	1973.00	1990.00	18.00	0.00
S-07002000102	Stokely Creek	Buttermilk Ski Hill Rd, Karalash Corners	-84.35499111	46.78495889	I	1972.00	1985.00	7.00	7.00
S-07002000202	Stokley Creek	Hwy 17, Sault Ste. Marie	-84.39940636	46.80775864	I	1973.00	1985.00	9.00	4.00
S-07002800102	Harmony River	Hwy 17, Chippewa Falls	-84.42630124	46.92817389	I	1972.00	1988.00	16.00	1.00
S-07003100102	Batchawana River	Hwy 17, Batchawana Bay	-84.52848674	46.93293889	I	1973.00	1988.00	15.00	1.00
S-07003200102	Pancake River	Hwy 17	-84.65641536	46.96093514	I	1973.00	1976.00	4.00	0.00
S-08001000102	Hickory Creek	Hubbard Ln, dwnstrm Forest	-82.03325711	43.10129826	I	1964.00	1996.00	33.00	0.00
S-08001000202	Hickory Creek	Lakeshore Rd, Lambton Rd 7, Hillsborough Beach	-82.07468948	43.11032876	I	1973.00	1975.00	3.00	0.00
S-08002100102	The Cut	Lakeshore Rd, Hwy 21, Walden Place	-81.86423723	43.22164989	I	1973.00	1984.00	11.00	1.00
S-08002100202	The Cut (Ausable River)	Bog Ln, Lambton Cnty Rd 18, NE of Thedford	-81.81385686	43.19331251	A	1980.00	2016.00	35.00	2.00
S-08002200102	Ausable River	Off River Road, Grand Bend	-81.76390998	43.31307001	I	1964.00	1975.00	12.00	0.00
S-08002200202	Decker Creek	Near brick yard, dwnstrm Thedford	-81.85541311	43.17584864	I	1966.00	1995.00	30.00	0.00
S-08002200302	Cameron Drain	Victoria St, Parkhill	-81.69232473	43.16931014	I	1964.00	1975.00	12.00	0.00
S-08002200402	Parkhill Creek	Grand Bend Rd, Middlesex Rd 81, Parkhill	-81.68058498	43.16961564	I	1964.00	1967.00	4.00	0.00
S-08002200502	Ausable River tributary	Conc 4/5, Stephen Twp, W of Huron Park	-81.51881836	43.28219839	I	1966.00	1971.00	6.00	0.00
S-08002200602	Ausable River	Thames Rd, Huron Rd 83, Exeter	-81.49900523	43.36001501	I	1966.00	1993.00	12.00	16.00
S-08002200702	Hensall Creek	Airport Ln, W of Hensall	-81.52282998	43.42773889	A	1966.00	2016.00	47.00	4.00
S-08002200802	Ausable River	Perth Rd 180, Staffa	-81.33633661	43.44477176	I	1966.00	1975.00	10.00	0.00
S-08002200902	Parkhill Creek	S of Harmony Rd at West Corner Dr, NW of Parkhill	-81.70236498	43.18734139	I	1968.00	2000.00	5.00	28.00
S-08002201002	Little Ausable River	Denfield Rd, Middlesex Cnty Rd 20, W of Lucan	-81.44766011	43.18090601	A	1969.00	2016.00	44.00	4.00
S-08002201102	Ausable River	Mount Carmel Rd, SW of Centralia	-81.52788111	43.26377089	I	1972.00	1995.00	24.00	0.00
S-08002201202	Parkhill Creek	McInnis Rd, W of Parkhill	-81.72901586	43.18501314	A	1972.00	2016.00	34.00	11.00
S-08002201302	Ausable River	Hwy 21, Grand Bend	-81.75704023	43.31183826	I	1974.00	1995.00	22.00	0.00
S-08002201402	Little Ausable River	A1 Sdrd, Usborne Twp, E of Huron Park (AG-3)	-81.41382073	43.29468364	A	1974.00	2015.00	17.00	25.00
S-08002201502	Ausable River	Glasgow St, W of Springbank, Williams Twp	-81.68054298	43.06689576	I	1975.00	2012.00	2.00	36.00
S-08002201602	Ausable River	Conc 2/3, Stephen Twp, W of Hwy 4, Exeter	-81.50944723	43.36211689	A	1975.00	2016.00	38.00	4.00
S-08002201702	Ausable River	At Morrison dam, E of Exeter	-81.45740548	43.35868239	I	1974.00	1995.00	22.00	0.00
S-08004000102	Bayfield River	Hwy 21, Bayfield	-81.69862473	43.56893001	I	1964.00	1975.00	12.00	0.00
S-08004000202	Bayfield River	Kippen Rd, Egmondville	-81.40662223	43.53778339	A	1964.00	2016.00	26.00	27.00
S-08004000302	Silver Creek	Front Rd, Egmondville, S of Seaforth	-81.39890786	43.53656301	I	1965.00	1975.00	11.00	0.00
S-08004000402	Liffy Ditch	Hwy 8, Dublin	-81.28408248	43.50595164	I	1965.00	1971.00	7.00	0.00
S-08004000502	Liffy Ditch	Matilda St, W of Cnty Rd 14 and 180, Dublin	-81.28926973	43.50294039	I	1965.00	1975.00	11.00	0.00
S-08004000602	Bayfield River	Airport Ln, dwnstrm of Clinton	-81.55768523	43.58883839	I	1972.00	1995.00	24.00	0.00
S-08004000783	Bayfield River	Hwy 21, Bayfield	-81.69863361	43.56893614	I	1974.00	1975.00	2.00	0.00
S-08004000802	Bayfield River	Huron Cnty Rd 31, N of Varna	-81.58937173	43.55071776	A	1975.00	2016.00	38.00	4.00
S-08004000902	Bayfield River	Hannah Ln, W of Seaforth	-81.43031136	43.54496976	I	1975.00	2002.00	24.00	4.00
S-08004001002	Bayfield River	0.5km dwnstrm Grant Creek, N of Varna	-81.58100736	43.56564801	I	1976.00	1979.00	4.00	0.00
S-08004001102	Silver Creek	Hwy 8, Seaforth	-81.38502561	43.54977376	A	1983.00	2015.00	24.00	9.00
S-08005600102	Maitland River	Hwy 21, Goderich	-81.70049673	43.75224276	A	1964.00	2016.00	35.00	18.00
S-08005600202	Blyth Brook	Currie Ln, W of Blyth	-81.44591686	43.74886951	A	1964.00	2016.00	51.00	2.00
S-08005600302	Maitland River	Huron Cnty Rd 86, 3km NW of Wingham	-81.35349723	43.89549764	A	1964.00	2016.00	51.00	2.00
S-08005600402	Maitland River	Huron Cnty Rd 87, NW of Wroxeter	-81.15991998	43.86860001	I	1965.00	1995.00	31.00	0.00
S-08005600502	Wallace Drain	 	-80.88728911	43.81470314	I	1965.00	1983.00	12.00	7.00
S-16008701102	Beaver Creek	Centennial Rd, E of Union	-81.14848423	42.70565551	I	1975.00	1978.00	4.00	0.00
S-16008701202	Kettle Creek	Elgin Rd 45, John Wise Ln, S of St. Thomas	-81.21420236	42.73648914	I	1975.00	1995.00	21.00	0.00
S-16008701302	Dodd Creek	Elgin Rd 4, Sunset Rd, St. Thomas	-81.21738836	42.78550276	I	1975.00	1982.00	8.00	0.00
S-16008701402	Dodd Creek Tributary	Glanworth Dr, E of Glanworth	-81.21955273	42.86455651	I	1977.00	1979.00	3.00	0.00
S-16008701502	Kettle Creek	Elgin Rd 52, Ron McNeil Ln, E of Dalewood Rd	-81.17260573	42.81367439	A	1978.00	2016.00	30.00	9.00
S-16008701602	Kettle Creek	Elgin Rd 16, Fingal Ln, St. Thomas	-81.21384773	42.77790339	I	1982.00	1995.00	14.00	0.00
S-16009700102	Catfish Creek	Imperial Rd, Elgin Cnty Rd 73, Port Bruce	-81.01538823	42.66159464	I	1964.00	1971.00	8.00	0.00
S-16009700202	Catfish Creek	Rogers Rd, N of Hwy 3, W of Aylmer	-81.00883598	42.77397314	I	1971.00	1975.00	5.00	0.00
S-16009700302	Catfish Creek	Sparta Ln, E of Sparta	-81.04583523	42.70245651	I	1972.00	1995.00	24.00	0.00
S-16009700402	Catfish Creek West	Helkaa Line, confluence of East and West branches	-81.07701198	42.79065439	I	1975.00	2006.00	9.00	23.00
S-16009700502	Catfish Creek	Hwy 3, Talbot Ln, W of Orwell	-81.04292436	42.77555051	I	1975.00	2006.00	25.00	7.00
S-16009700602	Catfish Creek	Glencolin Ln, Glencolin	-80.93161523	42.79258451	I	1976.00	1995.00	20.00	0.00
S-16009700702	Catfish Creek	Culloden Ln, Cnty Rd 10, Brownsville Station	-80.83512486	42.84479139	I	1976.00	1980.00	5.00	0.00
S-16010900102	Big Otter Creek	Cnty Rd 42, W of Cnty Rd 19, Port Burwell	-80.80702948	42.64895876	I	1964.00	2000.00	9.00	28.00
S-16010900202	Big Otter Creek	Main St, W of Plank Rd, N of Vienna	-80.79280873	42.68671814	I	1966.00	1971.00	6.00	0.00
S-17002601802	Madoc Creek	At Moira Lake, W of Hwy 62, S of Madoc	-77.47562548	44.48315051	I	1965.00	1971.00	4.00	3.00
S-17002601902	Moira River	Malone, upstrm Deloro	-77.60303823	44.56276839	A	1964.00	2016.00	48.00	5.00
S-17002602002	Lily Creek	Highway 7, SE of Deloro, E of Marmora	-77.60942248	44.50165001	I	1965.00	1965.00	1.00	0.00
S-17002602102	Palliser Creek	Ashley St, Foxboro	-77.43289423	44.24241089	I	1998.00	2001.00	4.00	0.00
S-17002602202	Palliser Creek	Scotts Church Rd, Quinte West	-77.53088560	44.22482601	I	1998.00	2001.00	4.00	0.00
S-17003100102	Salmon River	Dundas St, Hastings Cnty Rd 2, Shannonville	-77.22939823	44.19623539	A	1964.00	2016.00	53.00	0.00
S-17003100202	Salmon River	Bridge in Milltown, Milltown Rd, N of Cnty Rd 2	-77.20959310	44.20747139	I	1979.00	1986.00	8.00	0.00
S-17003500102	Napanee River	River Rd, Cnty Rd 9, dwnstrm Napanee	-76.97409998	44.21674001	I	1964.00	2009.00	51.00	0.00
S-17003500202	Napanee River	Cnty Rd 1, dwnstrm Newburgh	-76.92817498	44.27770201	A	1969.00	2016.00	48.00	0.00
S-17003500302	Napanee River	Cnty Rd 4, Camden East	-76.83414160	44.33626714	I	1969.00	1996.00	5.00	23.00
S-17003500402	Napanee River	Cnty Rd 27, Newburgh	-76.87527760	44.32345001	A	1979.00	2016.00	38.00	0.00
S-17003700102	Wilton Creek	Cnty Rd 8, N of Big Creek St	-76.89612798	44.20784576	I	1964.00	1988.00	18.00	7.00
S-17003700202	Wilton Creek	Colebrook Rd, Harrowsmith	-76.67747173	44.40308764	I	1974.00	1988.00	5.00	10.00
S-17003700302	Wilton Creek	Cnty Rd 2, Morven	-76.84913760	44.23924551	A	1975.00	2016.00	32.00	10.00
S-17003700402	Wilton Creek	Upstream of Landfill, Violet Rd, Violet	-76.80976085	44.26415876	I	1975.00	1987.00	3.00	10.00
S-18000010002	Ottawa River	South of Kettle Isl 500' from P/Q Shore	-75.62559198	45.47351327	I	1968.00	1971.00	4.00	0.00
S-18000010102	Ottawa River	North of Kettle Isl 60' from P/Q Shore	-75.62566435	45.47486639	I	1968.00	1971.00	4.00	0.00
S-18000010202	Ottawa River	North of Kettle ISL 120' from P/Q Shore	-75.62560998	45.47462002	I	1968.00	1969.00	2.00	0.00
S-18000010302	Ottawa River	S of Upper Duck ISL 300' from P/Q Shore	-75.62565535	45.47405839	I	1968.00	1971.00	4.00	0.00
S-18000010402	Ottawa River	Rockcliffe Park 300' from P/Q Shore	-75.68021485	45.46030102	I	1968.00	1968.00	1.00	0.00
S-18000010502	Ottawa River	Rockcliffe Park 600' from P/Q Shore	-75.68018235	45.45970464	I	1968.00	1968.00	1.00	0.00
S-18000012083	Ottawa River	Alexandra Bridge, Ottawa	-75.70271460	45.42950614	I	1972.00	1979.00	7.00	1.00
S-18000012202	Ottawa River	Alexandra Br 175' from P/Q Shore	-75.70695560	45.43077139	I	1966.00	1968.00	3.00	0.00
S-18000012302	Ottawa River	Alexandra Br 300' from P/Q Shore	-75.70616398	45.43058014	I	1966.00	1971.00	6.00	0.00
S-18000012402	Ottawa River	Alexandra Br 600' from P/Q Shore	-75.70488248	45.43021202	I	1966.00	1971.00	6.00	0.00
S-18000012502	Ottawa River	Alexandra Br 900' from P/Q Shore	-75.70350823	45.42984452	I	1966.00	1971.00	6.00	0.00
S-18000012602	Ottawa River	Alexandra Br 1200 ft from P/Q Shore	-75.70241160	45.42941002	I	1966.00	1967.00	2.00	0.00
S-18000013002	Ottawa River	Booth St, at Chaudiere Bridge	-75.71828298	45.42112777	I	1969.00	1969.00	1.00	0.00
S-18000013102	Ottawa River	Chaudiere Br South of Middle Street	-75.71989123	45.42367664	I	1968.00	1971.00	4.00	0.00
S-18000013202	Ottawa River	Chaudiere Br North of Middle Street	-75.71994998	45.42389002	I	1968.00	1969.00	2.00	0.00
S-18000013302	Ottawa River	River St, Lemieux Island	-75.73134973	45.41435602	I	1984.00	1985.00	2.00	0.00
S-18000014002	Ottawa River	Champlain Br 600' from P/Q Shore	-75.76110185	45.41062239	I	1966.00	1968.00	3.00	0.00
S-18000014102	Ottawa River	Champlain Br. 1300' from P/Q Shore	-75.75908573	45.40948564	I	1966.00	1968.00	3.00	0.00
S-04001307102	Reynolds Creek	Pigram Rd	-80.90077273	42.92033376	I	1982.00	1987.00	6.00	0.00
S-04001307202	Cedar Creek	Curries Rd, Oxford Cnty Rd 40, E of Sweaburg	-80.73438323	43.06936101	I	1982.00	2003.00	21.00	1.00
S-04001307302	Newbiggin Creek	Dundonald Rd, S of Glencoe	-81.66988373	42.71793864	A	1982.00	2016.00	30.00	5.00
S-04001307502	Thames River	Simpson Rd, Middlesex Cnty Rd 45	-81.66385448	42.69906876	I	1983.00	1996.00	14.00	0.00
S-04001307602	School House Drain	Ln 37, E of Brocksden	-80.87330573	43.38819551	I	1983.00	1983.00	1.00	0.00
S-04001308002	South Thames River	Oxford Cnty Rd 29, Innerkip	-80.69161523	43.21543364	A	1988.00	2016.00	27.00	2.00
S-04002700102	Sydenham River	Hwy 40, Wallaceburg, left side	-82.38780611	42.59197501	I	1964.00	1982.00	9.00	10.00
S-04002700183	Sydenham River	Hwy 40, McNaughton Ave, Wallaceburg	-82.38763186	42.59179039	I	1972.00	2002.00	31.00	0.00
S-04002700202	Sydenham River	Hwy 40, Wallaceburg, right side	-82.38742661	42.59157264	I	1964.00	1971.00	8.00	0.00
S-04002700302	Bear Creek	Tile Yard Rd, Petrolia	-82.14681098	42.86966614	I	1964.00	1971.00	8.00	0.00
S-04002700402	Bear Creek	Marthaville Rd, SW of Petrolia	-82.16923398	42.86419764	A	1967.00	2016.00	45.00	5.00
S-04002700502	Sydenham River	Kent Rd 28, Tupperville	-82.26676211	42.59046314	I	1969.00	1978.00	10.00	0.00
S-04002700602	Sydenham River	Dawn Mills Rd, upstrm of Dresden	-82.12910336	42.58912776	I	1969.00	1996.00	28.00	0.00
S-04002700702	Sydenham River	Katesville Dr, SW of Strathroy	-81.66791098	42.93126914	A	1969.00	2016.00	43.00	5.00
S-04002700802	Bear Creek	Bickford Ln, NE of Avonry	-82.34158173	42.76407739	A	1975.00	2016.00	37.00	5.00
S-04002700902	Black Creek	Marthaville Rd, W of Oil Springs	-82.17194086	42.78694901	A	1975.00	2016.00	37.00	5.00
S-04002701002	Bear Creek	Oil Heritage Rd, Lambton Rd 21, upstrm Petrolia	-82.12343873	42.89756501	I	1972.00	1983.00	12.00	0.00
S-04002701102	Brown Creek	Churchill Ln, SE of Watford	-81.86778186	42.93123026	I	1972.00	1996.00	25.00	0.00
S-04002701202	Sydenham River	Shiloh Ln, upstrm Alvinston	-81.85140986	42.83087764	A	1975.00	2016.00	37.00	5.00
S-04002701302	Unnamed Ditch	Glengyle Dr, E of Strathroy	-81.58144148	42.96845189	I	1975.00	1975.00	1.00	0.00
S-04002701402	Bear Creek	Lasalle Ln, upstrm Petrolia	-82.11880411	42.90589201	I	1984.00	1996.00	13.00	0.00
S-05000300102	Frenchman Creek	Niagara Blvd, N of Fort Erie	-78.92731186	42.94266701	I	1964.00	1971.00	8.00	0.00
S-05000400102	Miller Creek	Niagara Pkwy, S of College Rd, NW of Fort Erie	-78.97533123	42.95531251	I	1964.00	1971.00	8.00	0.00
S-05000500102	Baker Creek	Niagara Pkwy, Wof Schweigler Rd, E of Douglastown	-79.00816836	42.97268864	I	1964.00	1971.00	8.00	0.00
S-05000600102	Black Creek	Niagara Pkwy, S of Netherby Rd, Douglastown	-79.02354311	42.98087276	I	1964.00	1971.00	8.00	0.00
S-05000600202	Black Creek	QEW Bridge, at Townline Rd, S of Douglastown	-79.02196436	42.96335064	A	1972.00	2016.00	45.00	38.00
S-05000900102	Usshers Creek	Niagara Pkwy, S of Edgeworth Rd, E of Chippawa	-79.02264836	43.05105076	I	1964.00	1971.00	8.00	0.00
S-06000100102	One Mile Creek	Niagara Blvd, Niagara on the Lake	-79.09261223	43.26079189	I	1964.00	1986.00	9.00	14.00
S-06000200102	Two Mile Creek	Lakeshore Rd, Reg Rd 87, Niagara-on-the-Lake	-79.09567448	43.25380064	I	1964.00	1971.00	8.00	0.00
S-06000300102	Four Mile Creek	Lakeshore Rd, Niagara Reg Rd 87	-79.12593486	43.25323889	A	1965.00	2016.00	21.00	31.00
S-06000300202	Four Mile Creek	Line 3 Rd, W of Four Mile Creek Rd, S of Virgil	-79.11941798	43.21051476	I	1965.00	1971.00	7.00	0.00
S-06000300302	Four Mile Creek	Line 7 Rd, W of Four Mile Creek Rd, S of Virgil	-79.10972911	43.18072489	I	1965.00	1971.00	7.00	0.00
S-06000300402	Four Mile Creek	Line 9 Rd, N of Niagara Falls	-79.10183523	43.16585101	I	1965.00	1971.00	7.00	0.00
S-06000300502	Four Mile Creek	East West Line, W of 4 Mile Creek Rd, N of Virgil	-79.13532761	43.23320914	I	1972.00	1976.00	5.00	0.00
S-06000500102	Six Mile Creek	Lakeshore Rd, W Town Ln, W of Niagara-on-the-Lake	-79.16334473	43.23370764	I	1964.00	1976.00	13.00	0.00
S-06001000102	Eight Mile Creek	Lakeshore Rd, W of McNab Rd, E of St. Catharines	-79.18288911	43.22499251	I	1964.00	1976.00	13.00	0.00
S-06001400102	Welland Ship Canal	Weir dwnstrm Lakeshore Rd, Port Weller	-79.21235823	43.21670701	I	1964.00	2013.00	50.00	0.00
S-06001400202	Welland Ship Canal	Clarence St, E of King St, Port Colborne	-79.24864836	42.88637464	I	1966.00	1995.00	23.00	7.00
S-06001700102	Twelve Mile Creek	Lakeport Rd, St. Catharines	-79.26580248	43.20139039	A	1964.00	2016.00	53.00	0.00
S-06001700202	Twelve Mile Creek	Wellandvale Rd, St. Catharines	-79.26031873	43.16011901	I	1970.00	2013.00	44.00	0.00
S-06001700302	Old Welland Canal	Glenridge Ave, St. Catharines	-79.24196073	43.15506901	I	1970.00	1980.00	11.00	0.00
S-06001700402	Twelve Mile Creek	Glendale Ave, St. Catharines	-79.25094861	43.13345214	I	1970.00	2013.00	44.00	0.00
S-06001700501	Gibson Lake	Beaverdams Road, E of Hwy 406, Thorold	-79.22792873	43.09987151	I	1973.00	1978.00	6.00	0.00
S-06001700602	Shriners Creek	Beachwood Road, N of Beaverdams Rd, E of Thorold	-79.16262011	43.10444314	I	1974.00	1975.00	2.00	0.00
S-06001700702	Twelve Mile Creek	1st St, Louth Twp, near Power Glen	-79.27483361	43.11499764	A	1977.00	2016.00	40.00	0.00
S-06001700802	Twelve Mile Creek	Decew Road, E of 1 St, S of St. Catharines	-79.26467398	43.10963214	I	1978.00	1987.00	10.00	0.00
S-06001700902	Old Welland Canal	Disher St, St. Catharines	-79.22257498	43.14789951	I	1981.00	2013.00	33.00	0.00
S-06001900102	Fifteen Mile Creek	4th Ave, W of 7th St, W of St. Catharines	-79.31474748	43.15386389	I	1964.00	1971.00	8.00	0.00
S-06002000102	Sixteen Mile Creek	4th Ave, E of 13th St, W of St. Catharines	-79.33456586	43.15364039	I	1965.00	1971.00	7.00	0.00
S-06002400102	Twenty Mile Creek	21st St, Vineland, upstrm Jordan Harbour	-79.37448548	43.15201751	A	1964.00	2016.00	41.00	12.00
S-06002400202	Twenty Mile Creek	Townline Rd, bridge dwnstrm Smithville	-79.53671236	43.09141476	I	1970.00	1995.00	19.00	7.00
S-06002400302	North Creek	Shurie Rd, S of Smithville (AG-10)	-79.54110123	43.07922789	I	1974.00	1977.00	4.00	0.00
S-06002400402	Twenty Mile Creek	Niagara Reg Rd 20, SE of Smithville	-79.51261461	43.07876689	I	1975.00	2016.00	12.00	10.00
S-06002400502	Twenty Mile Creek	Woodburn Rd, Hamilton Rd 634, Woodburn	-79.74527673	43.13417739	I	1975.00	1979.00	5.00	0.00
S-06002400602	Twenty Mile Creek	Patterson Rd, SE of Smithville	-79.52522048	43.07949014	I	1985.00	1995.00	8.00	3.00
S-06002600102	Vineland Creek	QEW, W of Cnty Rd 24 (Victoria Ave)	-79.40056673	43.18656376	I	1974.00	1974.00	1.00	0.00
S-06003300102	Thirty Mile Creek	QEW, at Mountainview Rd, E of Grimsby	-79.49737711	43.18922676	I	1964.00	1971.00	8.00	0.00
S-06003800102	Forty Mile Creek	Olive St, E of Christie St, Grimsby	-79.55697698	43.20004851	A	1964.00	2016.00	53.00	35.00
S-06005000102	Stoney Creek	QEW, Stoney Creek	-79.74318498	43.24255976	I	1964.00	1976.00	13.00	0.00
S-06005200101	Burlington Canal	Beach Blvd, at lift bridge	-79.79535261	43.29911639	I	1966.00	1971.00	6.00	0.00
S-06005400102	Rambo Creek	Lakeshore Rd, W of Torrance St, Burlington	-79.79042836	43.32715951	I	1964.00	1977.00	14.00	0.00
S-06006000102	Bronte Creek	Lakeshore Rd W, E of Mississaga St, Bronte	-79.71412398	43.39203314	I	1964.00	2000.00	36.00	1.00
